ca.mrvisser	sealerate_2.13	0.0.6		9fcf4dcce13f8899323e0179a4dd9c6003e480c6
org.glassfish.metro	webservices-osgi	2.4.4-b01		e32b8144bf1d9025780fbae90ae51ee4b0e63261
org.glassfish.metro	webservices-osgi	2.4.5		867b0a9caf16b3defa20b55b3284117c643ee7fe
org.glassfish.metro	webservices-osgi	2.4.6		a14bb2390ac6956a46ea549839ad3ac8ed3de34b
org.glassfish.metro	webservices-osgi	2.4.7		a556a0ba86eb4a2778087920c45e39a087e7165e
org.glassfish.metro	webservices-osgi	2.4.8		19ac329a8f02332cdd0cd71371abc1faa852cd11
org.glassfish.metro	webservices-osgi	2.4.9		ff31dff3139871404187f7c401fed532b295764c
org.glassfish.metro	webservices-osgi	3.0.0		192950119af23a8beab05a9dd3c2eda0bdd9bcfd
org.glassfish.metro	webservices-osgi	3.0.0-M1		df29fdde22298c8fe4ed48c1d6c20ae0db75df58
org.glassfish.metro	webservices-osgi	3.0.0-M2		82ad330fea89c6d3ee2f1395aeeae470f6cc061a
org.glassfish.metro	webservices-osgi	3.0.0-M3		ed667a456a7d56df2fd9a2060b78d61887738f70
org.glassfish.metro	webservices-osgi	3.0.1		f9415770a63478c991740ce66fcea68b1c6b3f38
org.glassfish.metro	webservices-osgi	3.0.1-b02		a1c926fa084de24862d474fe914108dadbc799e3
org.glassfish.metro	webservices-osgi	3.0.2		519449f12cb69b0f45b54d2231103817db3329ac
org.glassfish.metro	webservices-osgi	3.0.3		e10e1a55fa8e08bc4c940bc7a0e8e276bd20f485
org.glassfish.metro	webservices-osgi	4.0.0		4c15685edfb907056200f5b963a06e3783019783
org.glassfish.metro	webservices-osgi	4.0.0-M1		a59438b50fada650ad787dc1448108e46246bc3d
org.glassfish.metro	webservices-osgi	4.0.0-M2		5923fed7e4dce0d12dd393d90881e6a7c1cfe805
org.glassfish.metro	webservices-osgi	4.0.0-M3		10fcd945bf3d970857e12ebfa96ecf0c7ca7c483
org.glassfish.metro	webservices-osgi	4.0.0-M4		1ad79169f5d8e7ada5b9cd69b5b9a446a2574b46
org.glassfish.metro	webservices-osgi	4.0.1		ab25fa4489b1949492838e3c90d45eee264d7727
org.glassfish.metro	webservices-osgi	4.0.2		40816f3918b81a50e340922b8d93187d75e83af6
org.glassfish.metro	webservices-osgi	4.0.3		499e6bc573c59791ba248d42327aae844cca8dc7
org.glassfish.metro	webservices-osgi	4.0.4		87282f07d80970ab8e5ddd5faf412d4c5f2fded6
org.immregistries	ForecastConnector	3.20		35cecda0f45abb9edf2ed2b7372c1322d93aeaae
org.immregistries	ForecastConnector	3.20.1		60e342d74efa2f290baf2fb60d7118e7342a3cde
org.immregistries	ForecastConnector	3.20.2		4a0b659521fe36ae0616e45ebe317e636e67b281
org.immregistries	ForecastConnector	3.20.3		b7c0df8e4a3283283665bb12c73e5ee8682db86e
org.immregistries	ForecastConnector	3.20.4		7a4ab0aa400f6d0a98814d4ce0967b1049e24529
org.immregistries	ForecastConnector	3.20.5		21787f0ea990f77e37a623f98d994d254022dd30
org.immregistries	ForecastConnector	3.20.6		051ffd609387076749e9b68537815f413059a30d
org.immregistries	ForecastConnector	3.20.7		67bf2cfd4a657aed60b8ff10086f09b2f5b2f064
org.immregistries	ForecastConnector	3.20.8		bddb54fb931c0e9f8f69f06dc8e1eacc299cbc1b
org.immregistries	ForecastConnector	3.21.0		03a69cb2270cadb788a391b26f1a85a1c084b2d2
org.immregistries	ForecastConnector	3.21.1		9e3f9d8c20d4b4afc880d935e7521789512261bf
org.immregistries	ForecastConnector	3.21.2		5b8170d4f5e84c93a525dd5bfec8fcbe0a56ba16
org.immregistries	ForecastConnector	3.21.3		787f283249cb4a0683598dbbd1d29ca75fd29dbd
org.infrastructurebuilder	ibconstants	104		97421aebf256d728c43b0742c394e1e51e728c6b
org.infrastructurebuilder	ibconstants	105		7df70e7b3315fd21a9eeb6eb8f3cc066d59eaa69
org.infrastructurebuilder	ibconstants	106		9cd0e9bd0eae86672f82f0611f4cd201a5205ae8
org.infrastructurebuilder	ibconstants	107		f63c3be9d9358f1440357a237197933f0997a650
org.infrastructurebuilder	ibconstants	108		45734de922ae52ad4bfe1faa6d66bef8b14f7d4c
org.jboss.seam.jms	seam-jms	3.0.0.Alpha1		a93d4da06ab25661d002c2e1fa734bc1166d39d9
org.jvnet.hudson.plugins	LavaLampController	1.0		a2702ac09cdc1e0bfa2ae7c0b2f6e01f1dbef1fb
org.jvnet.hudson.plugins	LavaLampController	1.1		cd3198b8ed194d768e0a1d6bef01bf784c37a51c
org.languagetool	language-ja	$%7Brevision%7D		2b795de78f74bf7a18c5d691bb4a436d79dafb2d
org.languagetool	language-ja	2.1		4c5cb9b05ce203bf3dab14ae5ded569e6f415c74
org.languagetool	language-ja	2.2		bcafc58fea6dde7574584541ac237c8e2678b7bf
org.languagetool	language-ja	2.3.1		b1afefd504546f54658607931844b44ef6f0a133
org.languagetool	language-ja	2.4		6320e2ab0541853450c7ab092f91df98b6a24990
org.languagetool	language-ja	2.5		7add33bd6dc1df7078d5fbf6d58c618119cbcb5d
org.languagetool	language-ja	2.6		4aec00f5c282ee7f31ee65594a2774e1f9f38b38
org.languagetool	language-ja	2.7		03ede4dde1e92c7b33627e66ace259aba312c8bc
org.languagetool	language-ja	2.8		fd6177c320b638bd1f2e725c430df84d17c706c5
org.languagetool	language-ja	2.9		60160e3b268d1304e0b476485ef4e78c8c5610f8
org.languagetool	language-ja	3.0		f020a0394863f5d1f82525d6b15355da36bc8260
org.languagetool	language-ja	3.1		f2210ac308c4666c92836a1c1c880a9e986a967f
org.languagetool	language-ja	3.2		1ed6eb245127c421f1f90aff0ade83b315f814d1
org.languagetool	language-ja	3.3		d169217d6fb320de5256157cebd0cb0288b11aa3
org.languagetool	language-ja	3.4		1ba61678665c3e0ef72787dfd2e05dd11844643f
org.languagetool	language-ja	3.5		dca389561a87e93cc0e9fc6a21326744f728d618
org.languagetool	language-ja	3.6		e4c3c842ab4962ee1f697b441f62c1e39a2180e1
org.languagetool	language-ja	3.7		24a6a801148e3eb543c9e548491aea48276c6513
org.languagetool	language-ja	3.8		54f4d781c1cc206147b6af5fce09d208327c2be7
org.languagetool	language-ja	3.9		2da564352d78e64adba5c4ffa44694e7ce9a1e43
org.languagetool	language-ja	4.0		c0bb9c76f924ff64a10e5e2370d3ccf33b47b702
org.languagetool	language-ja	4.1		f62e95dc81a2a231f28beab43037a577b657f7fd
org.languagetool	language-ja	4.2		6534dcf4e9f7d165f600f46f3ef4413891a6ef60
org.languagetool	language-ja	4.3		68cd0a4b917e0fec11cc605e9d6381aa9b661b31
org.languagetool	language-ja	4.4		75109e9a551fbc07075953158bf8c3057e01e1cc
org.languagetool	language-ja	4.5		3daed202abd5f16b3d29d009469689d8369c51d1
org.languagetool	language-ja	4.6		61f56c442e8bf9fdf969df3e348d7a0f0346aaec
org.languagetool	language-ja	4.7		2e574adf31736cd0c4f37eb0362da1f76f3a2fc0
org.languagetool	language-ja	4.8		c2d444457573d6115c7846a037b8f05aa30107c5
org.languagetool	language-ja	4.9		601346fac353ae0dbdabc609f929f0b43ce84484
org.languagetool	language-ja	5.0		c5312d7dc584ac61dbb44367e4bab0ae7240590d
org.languagetool	language-ja	5.1		23181fc87af70adfc5375654edb89ac2e26522f2
org.languagetool	language-ja	5.2		01b1b9ce9a7fbcd4ab14b8473db6a9e3cd19d624
org.languagetool	language-ja	5.3		bcc4fe20dc68e28c6f4aa35c403a411a858915a9
org.languagetool	language-ja	5.4		734a8eeb2d9a1ac7659e8806d7cc376b5acd5aba
org.languagetool	language-ja	5.5		c94eb7c7f451be46850b65eb8765e444387523b3
org.languagetool	language-ja	5.6		5b77a1b122152004371a92d5745f69c43310879f
org.languagetool	language-ja	5.7		ed9f6bb7e528bf1e8c492844572a9d328e4fbcaf
org.languagetool	language-ja	5.8		bcfbc4fcd13f8255069c774d133762fc9bc29c3e
org.languagetool	language-ja	5.9		085db7b09e3c0f9ea279ee66d3f9bee04dffe59b
org.languagetool	language-ja	6.0		f15d90c02897f40ed0275dcc018224ceb434c29b
org.languagetool	language-ja	6.1		de3bbebd4ea3dc7df29e0ebb29936ae8a6598677
org.languagetool	language-ja	6.3		cd3a2ef11b7b9e6dba902d4ce2bddaac774a1962
org.languagetool	language-ja	6.4		47a4ee524523a7cbc1b6ec3724416cd3abab8930
org.languagetool	language-ja	6.5		860ff6035a3f5777a58edfa6ffd10e7241f80637
org.languagetool	language-ja	6.6		8a3984d3a65e7b5ef272f9eb940cbca6ad5d6592
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	3.0.22		f591ee6f2d7ed0d9415e433f9b8aaf5677239069
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	3.0.23		2309501352693aef337b429f1f2343ab9d5d6fe8
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	3.0.24		bc92f0ec162d2934208788c9b82f0d2af341ea70
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	3.0.25		a511572307d21530295cc52a899c571da0d57c97
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	3.0.26		df567e2a8141b9f59ab02ad12fd2954ba845810b
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	3.0.27		7ab52ebc480a705c67b3109c7257579b65da9e0b
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	3.0.29		6c9ec8fc7cda8f2d80e73dc03035b1d835f5f616
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	3.0.30		397057889b6a5a2509c575e87a082880b132201e
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	3.0.31		aa63645f1d302a0f13dc82339ecbf7c55b8ea982
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	3.0.32		aaa3d4b4d80e3a02cfb97b14b4140ba452a78940
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	3.0.33		045f555b7946865765da7c432257166a34970b4b
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.41		a94a3ecdef78d63a90225aff1e0c9e7e1a2a06e0
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.42		5d034e5fc483954ece028b273e9f52edf9bd7606
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.43		4d94f651b2c247b4f5369b6f6e5776194f23aa17
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.44		d85da614d96f820ec598cb8a1721a1549e6a3256
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.45		d2a1a5fa7512c3db6213f6c2f12caa736227b834
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.46		77f8092036f0c0c3ac81761d3ca0cd04b6987a53
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.47		2ad289a7980c0d518b46d637bf54934e9df3aa5e
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.48		089d1ecd6487e1083121fb6525a3ab970c509ec8
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.49		fe2148297b2d2fe3f8e1a0311498e016ea91d08a
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.50		c003a4babcc972a5d88ea073815174fbab6e96e4
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.51		8d1323cdf0bf39d113937515ddf2680b68179e36
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.52		e6027dcb96f5f3675ee9e1ec98138a77aea2d97f
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.53		4cdf5da6e5040760682e2956cc5c32642a3019ad
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.54		28adf635c85eab7c21def392ae6d6f0c1ae9c37f
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.55		c1b8f38e8421e81b6a3df04fb9975667731e23e2
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.0.56		c33aef909eddfe3815f666c8a7ad5f18e4cedb82
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.57		69e138dd10309b2557a9a7241186da0fcc84b4b1
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.58		86304703f307d0a044feb7de0b11508eb41f284c
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.59		99813726f31e7efc581a70e0058983c1f5d2a6ca
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.60		f35435493f5759d78217caea36f3d30dd7760256
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.62		e3b0db01e51df5b720e80ecf4c14c7f0bfb0eaaf
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.63		232e19149faa4821ef1f93db584a53be65e161f1
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.65		44cfe1f968575bb1f9f1408df78ac3645b430799
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.66		b73ae9504d64c591dc0443020e796bb83373dd56
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.67		3e301d5fb9fad91b2763b42bfaa76a48d2aa2eff
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.68		04213a053ebb74e8c81f265041bf67cd137eb424
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.69		5491c48c9a66f249130c169efaf6241ace7ae57e
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.70		2c595d9cee12cb33368ac6e351a362f9adc44cc8
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.71		7ff04c8fe2109b1704537abb9c660181c7593224
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.72		30b1ccf75b9161d5dd774a5c6e4b1f5c2cf5f7fe
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.73		6ff1cf0e863960ef2886983e82d141e54ffdea61
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.74		f89c4a7d42c5ef9b2cadc3555a37a23d122878c3
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.75		74c93e26b407b1a804739437c4f166966f264bdb
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.76		5c8f4301b1b0274e6f1822296639c66a93fe6dba
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.78		b8b6445f91fac9f61d86bf346683dbf17f420862
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.79		0a8233c49acee97d93f22ed44edc91f4eec2c8b4
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.80		10b9847228a093da6535a668abf7f0695f55345e
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.81		d611079482019b3a179a9782871b2db574fc02c0
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.82		e70dcf6969a75112ece1dcba5666257fff338936
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.84		706434013e166bc1c4db10d13a66c279fccfe533
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.85		5374777709ce47fdf347a67a16a56001bc92531a
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.86		54795b56abb432c7c3644184a9da1b93ed2cfb5a
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.87		a7719868bc83345d80513d22d3a78004c10a5821
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.88		f34d57e5b68f56117f734581dc45a862c7fb7221
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.89		e7a7272047e16ce01c21e2f517b2eb753d69e010
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.90		bd3c577ff1a9f7b5ab3a5d667c5907ad4076d8fb
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.91		927594c6dce1b9743720b869b9a76439135ba7d0
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.1.93		ac1088d0f71bad2592a88c593e29874d8040d4e2
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.2.100		84630c03adda70b407c829166a0797107eef7eee
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.2.102		36b9996cd9bfe90d34374b4e11618afc5e940917
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.2.103		7cd95100739b9e00221eced8ee68da46603cd127
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.2.104		d7ebf354bbc98f1a396909103d33814653eb5740
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.2.106		23d6f37340806054b15dd394a4f9717a8b9e0dd9
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.2.107		858c7ef82236fb35e253064923923196f66bed0a
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.2.108		551a0b0b6754e2f50f65dca5f8a9945ccab2747c
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.2.109		a6c56c2d604de52f3ae9b48b9f9384394ea12bab
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.2.95		f908ea5ff0d719d32097a40d11069bccd3f1124d
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.2.99		5f4567cd17874acde2e4624aa52b26c29f420a63
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.111		8fa01f61503a0fa1ffb5b1b19bfca6f718edab93
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.112		1a2524f4e6713bf92ca001f8cefa3ba1b1a9fbe2
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.113		b7cd1b36776a011c4202e80a275c0f1187c17e0b
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.114		aac435a576b8118f7d3fcebe5400811f8d552e21
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.115		eba6373b33b4cf27e1e668fb748b5d86bca9bfe1
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.116		3f2ca895320621c577bc7f1a882b68a8e8504ee9
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.117		878bbb153d1b1fe3c1080e209d83550fa8d28b99
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.119		17b02062febd785d797151817b977f5bcc49f359
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.135		7eba5e7c04d6bc98839f319b1dac56105731f4f2
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.136		66392fddc3c4e8661243fb2035d5c2f83c2daf0b
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.147		c711dc17290d0644918f4cfca32289e625fd663f
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.148		faa652f44ab80fe5c6e4c3775ea038453092afb4
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.150		02cdfc3afd22eb2577f96934d2bfa3b6f9800884
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.151		30aba28bacbb661254b03ee1eca1a121d825b6fa
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.3.153		d47aa4d2d21f0a6b0724365551ba8f51e0852aba
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.154		6b2d3ffe7ad6a5d4b361406816112300a5b5d611
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.155		784dac7b16155b9125908a7ac0cd3519abb8d49d
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.156		3e9adde85fceb05424d67bcf4316cac60d9ea61f
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.157		7828429ccccc9d49e6071355bc5a4d6c81051109
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.162		10f332c681636f582846136ce46d3df95a3cbc5f
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.163		21345bdf8545d8b5493e3c63728c8dcd10a67a57
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.164		c07bd635735e31ceeec952dcb236bf53644e306a
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.165		e363220e866be591dc0e82b4ecceeeef966a9cb6
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.166		4f945ecbb35ffc9c542f3caad15f3b6ffe94c8a3
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.167		698103b1e7ff9303e8d5902eeec76e9893e24b5a
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.168		b5745c9d696884dfd78fd2f42ebe7710f7693290
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.169		549548677c6ba5636612d59611d776d7733ab753
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.172		779c0744fcd1814412660ee366f43a9f710975e2
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.173		89d8ab78599bb412449a2553044f42ac02a72afb
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.174		46c8156f6b487a66db3c39eacda1042e4c782ced
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.178		e2c0d367c27f06ec2eee19aa78c6154baa288f58
org.mobicents.smsc.docs.adminguide	restcomm-smsc-adminguide-sources-asciidoc	7.4.179		d5bcafbb244a096f90a1304a71df77e9d5892eef
org.mvnpm	is-potential-custom-element-name	1.0.1		7af3f2d614bcfaa18514ea9c1ab639ac79903391
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE122		8462eabc596552956c011295c02ea729866740b6
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE123		72fa73e8b793dd45e905b5f692065bfeca5d88ff
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE124		e3b0f4303059a9f00b065988595b05c98403d558
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE125		76371ba6c8d3800e5df30e142ae9d4d83c4557d5
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE126		f4ccec4d9e73cd7489f2e8b52e8807c363c2b5db
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE130		9468299dd2c6d36da38654ea82478e997b555c2d
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE140		ba939e895bae3d7d4dc93fcdeea9fb6cef271d80
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE150		07e36d7163a86453fdb3c609f2345ef5d60d9b91
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE160		744a51660587c3a1cc442502e121ee4fe0de4baf
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE170		ecd6d9bbda67359c87a6078b2f469714f48a8647
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE180		319ac71bea682558107c2ec050f746d9e82b1d17
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE190		ffd2731f930bab1bd4a4c83c64fe269b2ee43ccd
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE200		c799d39633aea48bf913f235b36958caae47c8f5
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE210		a7915123e492ef6104f57bcfa5be62364e1f96ed
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE220		dafe40272399ec8631095694ae18cec2cee8ac00
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE230		214f675d6206d4648db5f77906e84e0d548ac913
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE240		f92e469b829c3f6294ba2fd2302354fdc08fdac0
org.netbeans.api	org-netbeans-modules-debugger-jpda-truffle	RELEASE250		01a31d8d73228ddfc7d23a302c9d7cfc092cabd8
org.nuiton.eugene	eugene-java-templates	2.10		70be9c623fd7250210112e35f1d2f0a4988d731b
org.nuiton.eugene	eugene-java-templates	2.11		20b305b02abdeafde8cabef023521d8cc9ac4b1c
