at.released.tempfolder	tempfolder-sync-jvm	0.1		5709b2cc7007b0faa6448f8f49384e30a9a8ef2d
org.hornetq	hornetq-protocols	2.4.0.Beta3		N/A
org.hornetq	hornetq-protocols	2.4.0.Final		N/A
org.hornetq	hornetq-protocols	2.4.1.Final		N/A
org.hornetq	hornetq-protocols	2.4.10.Final		N/A
org.hornetq	hornetq-protocols	2.4.11.Final		N/A
org.hornetq	hornetq-protocols	2.4.2.Final		N/A
org.hornetq	hornetq-protocols	2.4.3.Final		N/A
org.hornetq	hornetq-protocols	2.4.4.Final		N/A
org.hornetq	hornetq-protocols	2.4.5.Final		N/A
org.hornetq	hornetq-protocols	2.4.6.Final		N/A
org.hornetq	hornetq-protocols	2.4.7.Final		N/A
org.hornetq	hornetq-protocols	2.4.8.Final		N/A
org.hornetq	hornetq-protocols	2.4.9.Final		N/A
org.hornetq	hornetq-protocols	2.5.0.Beta1		N/A
org.jacpfx	vxms-core	1.0		9b53c8cbb747dfa74db5fe5bb63a2b7d08b1fb67
org.jacpfx	vxms-core	1.0-RC2		9ddecfccbe33987cf3611953392b1f1a2e12b945
org.jacpfx	vxms-core	1.0-RC3		0088cf9d9294539ed07b81efa72e960a7231ecf1
org.jacpfx	vxms-core	1.1		35986465e6b138637f8d85e2779201a85b30731f
org.jacpfx	vxms-core	1.1-RC1		fe3dfbce6d84db9f91b2898773ab08d9c99a3c42
org.jacpfx	vxms-core	1.1-RC2		08aa1d3cc45866bc269de2f91619a3343b32075f
org.jacpfx	vxms-core	1.1-RC3		46625d53bded264eb78914915a9ed1fa87552b86
org.jbpm	jbpm-form-modeler-panels	6.0.0.Beta5		N/A
org.jbpm	jbpm-form-modeler-panels	6.0.0.CR1		N/A
org.jbpm	jbpm-form-modeler-panels	6.0.0.CR2		N/A
org.jbpm	jbpm-form-modeler-panels	6.0.0.CR3		N/A
org.jbpm	jbpm-form-modeler-panels	6.0.0.CR4		N/A
org.jbpm	jbpm-form-modeler-panels	6.0.0.CR4-Pre1		N/A
org.jbpm	jbpm-form-modeler-panels	6.0.0.CR5		N/A
org.jbpm	jbpm-form-modeler-panels	6.0.0.Final		N/A
org.jbpm	jbpm-form-modeler-panels	6.0.1.Final		N/A
org.jbpm	jbpm-form-modeler-panels	6.1.0.Beta1		N/A
org.jbpm	jbpm-form-modeler-panels	6.1.0.Beta2		N/A
org.jbpm	jbpm-form-modeler-panels	6.1.0.Beta3		N/A
org.jbpm	jbpm-form-modeler-panels	6.1.0.Beta4		N/A
org.jbpm	jbpm-form-modeler-panels	6.1.0.CR1		N/A
org.jbpm	jbpm-form-modeler-panels	6.1.0.CR2		N/A
org.jbpm	jbpm-form-modeler-panels	6.1.0.Final		N/A
org.jbpm	jbpm-form-modeler-panels	6.2.0.Beta1		N/A
org.jbpm	jbpm-form-modeler-panels	6.2.0.Beta2		N/A
org.jbpm	jbpm-form-modeler-panels	6.2.0.Beta3		N/A
org.jbpm	jbpm-form-modeler-panels	6.2.0.CR1		N/A
org.jbpm	jbpm-form-modeler-panels	6.2.0.CR2		N/A
org.jbpm	jbpm-form-modeler-panels	6.2.0.CR3		N/A
org.jbpm	jbpm-form-modeler-panels	6.2.0.CR4		N/A
org.jbpm	jbpm-form-modeler-panels	6.2.0.Final		N/A
org.jbpm	jbpm-form-modeler-panels	6.3.0.Beta1		N/A
org.jbpm	jbpm-form-modeler-panels	6.3.0.Beta2		N/A
org.jbpm	jbpm-form-modeler-panels	6.3.0.CR1		N/A
org.jbpm	jbpm-form-modeler-panels	6.3.0.CR2		N/A
org.jbpm	jbpm-form-modeler-panels	6.3.0.Final		N/A
org.jbpm	jbpm-form-modeler-panels	6.4.0.Beta1		N/A
org.jbpm	jbpm-form-modeler-panels	6.4.0.Beta2		N/A
org.jbpm	jbpm-form-modeler-panels	6.4.0.CR1		N/A
org.jbpm	jbpm-form-modeler-panels	6.4.0.CR2		N/A
org.jbpm	jbpm-form-modeler-panels	6.4.0.Final		N/A
org.jbpm	jbpm-form-modeler-panels	6.5.0.Beta1		N/A
org.jbpm	jbpm-form-modeler-panels	6.5.0.CR1		N/A
org.jbpm	jbpm-form-modeler-panels	6.5.0.CR2		N/A
org.jbpm	jbpm-form-modeler-panels	6.5.0.Final		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.Beta1		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.Beta2		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.Beta3		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.Beta4		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.Beta5		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.Beta6		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.Beta7		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.Beta8		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.CR1		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.CR2		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.CR3		N/A
org.jbpm	jbpm-form-modeler-panels	7.0.0.Final		N/A
org.jbpm	jbpm-form-modeler-panels	7.1.0.Beta1		N/A
org.jbpm	jbpm-form-modeler-panels	7.1.0.Beta2		N/A
org.jbpm	jbpm-form-modeler-panels	7.1.0.Beta3		N/A
org.jbpm	jbpm-form-modeler-panels	7.1.0.Final		N/A
org.jbpm	jbpm-form-modeler-panels	7.2.0.Final		N/A
org.jbpm	jbpm-form-modeler-panels	7.3.0.Final		N/A
org.jbpm	jbpm-form-modeler-panels	7.4.0.Final		N/A
org.jbpm	jbpm-form-modeler-panels	7.4.1.Final		N/A
org.jvnet.hyperjaxb2	hyperjaxb2-tests-any	0.6.4		f9d464959a0f36eb49f30eab8cfe13cfe1f3b630
org.jvnet.ogc	gml-v_3_2_1-schema	1.0.0		592048910b36a7dbe1a7ac02d425a95a974ab7ff
org.jvnet.ogc	gml-v_3_2_1-schema	1.0.2		0b0caf42ee7be37886e3dc2872b9954655dfbd88
org.jvnet.ogc	gml-v_3_2_1-schema	1.0.3		b57eadd20bfd3da6712fff2d91eca79c7c0756f2
org.jvnet.ogc	gml-v_3_2_1-schema	1.1.0		59c221bc583ef4835508d8f1192826e834252ede
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.10		b8ba710653438804cb44a9748fccd41bb76f5f9d
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.100		cc88a48a0a509a8161f59626d86ea56997c0aafe
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.101		6aa71da897950da580bfc63f03e1ab7200a5ee37
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.102		6a2bdc3a01f496e9010cd5f8ccf47b18259f8eee
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.103		3ac37d07f44c0cdf7ed6f962bf0d834eeb0174df
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.104		17ebe4ee0ff6ad4c5e092fe7dbc2e3aa55a08bad
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.105		d98f5afdfbc231da5b1ec63eafb5f09df6ff1e47
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.106		f27097b671d50459818bf21896b0f4b04b567db5
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.107		ab35fb166297e941b22809703f3e41317a58b4b7
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.108		b2986318a1cd2e79b2bef8c53672fd8891da6f77
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.109		886d6f402c62a029f0fe8db2096d16736760351c
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.110		46e164db952c23289e0c4a96ebd6b9e3460f8888
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.111		c8c50ced39c9b294bfa0304b6a84310b2b82a7ae
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.112		3ce76d16027290c50cd756e972538548a2f8e098
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.113		a75f247fcb4363aba8e86c47165425b0994076b4
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.114		a858e9f561e113ee98e2e7a690e09db04da9fc6d
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.115		8c9049dc43a303cd6af6023f22d10977efef1014
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.116		e1879bede399d860d324bc8df92703ac8c3ba4f2
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.117		961dd2a83da7c3d96f5769d3e208d92f0a1d4e2f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.118		b26eabde124727e1c9eaa75332d95d3bf94804ce
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.119		819115642676698cb263367e330745c2bb113d82
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.12		94373a499294d0262ffb96b2568211edc0410be2
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.120		ba0e75e97731b5b59f882376a38108480978c535
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.121		0aa84eb687d6547c75a1a7286825ef22c5fbfd3c
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.122		920681d474a985c51e259e1bc69ca3fbe41379bd
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.123		6f42f6ed8e29593dbd4d6211ef737d6a0c5862a6
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.124		fd5d1e6bd8de03f6fdbe2c1ad63e26a7eb888e1f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.125		3d19eac0e6b634eef7a5504507b94bf6d12783b2
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.126		433bda73eb3a1784070bb78993682972c555ff1f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.127		224d59bd770be788dd7589c7121f32366934aa71
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.14		79838855aa81e9c710a9e2c429a2011535ae99c9
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.15		5f6dbee78781337012496973d973149b178c97a5
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.16		f55c93d971de0ba0e3b2d61060787c87eca448a3
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.17		8059ffe7042c31686997fda55a260ad4564a1adb
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.18		ee0dc6c6f9fc06486a4a64420b8eb2cc2ee1eb90
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.19		07abd75cd6dc210d8afde10b301f632569cc7a48
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.20		ad6c9a9266367ce7907dc9467238073e2455dec4
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.21		2ffa33b8d5018015f26db7c7bdfed9d76e90d7d2
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.22		b9692d37a838de84e3a20ad0301bbee4f79a26dc
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.23		11ce0d049bed31348946fa76908166cc69a251f1
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.24		7ec7ca4a3b6e3ded80d34cd990f8e728d11133d9
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.25		9f9bbdc383a5984a2ae1cee5a61cb56e1f260eea
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.26		414da4a4b3dba658baf1198b3113df2f5e4f6a86
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.27		5e5ff6d61deb715bca25feb58b12a82485cc1fbe
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.28		3519dc69d6de3fb68bfd5f27a480d8cce5b24fc3
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.29		bb14961250fb982440d0028994cc3f01e3ccd951
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.30		f33275267afcf646630152e836640a17af5c4150
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.31		774bc33e59767af01801d1e8b64bc6887b964d72
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.32		9b1a01be80dcd1857442467a5180ef8d2c3f8c2d
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.33		1bf83743b22cd899c9633dc1b664ccabd76b6a05
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.34		9c46c6b907fe559488896ecc06d266793f8bb7d0
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.35		5d655cd407b75ce28a3fae1c2f09f3722d0e9e40
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.36		fb5cc60a3dcf78dc1d3c08225be917758dae3ce6
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.39		ea887e4ae593407c0136fe5dafef07025fc044f9
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.40		4abcf21664283f0ac1076b1db8ca948116979d98
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.41		49655757388c37d5112d9a67d815b5bdb063cbda
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.42		7c94c7c9b966a693607b9572584d24cda396c758
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.43		dd06554d580a382c51012921cf7e2f484b811b6a
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.44		9a87758491751fda642eaa8e17bcccc727137ce1
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.45		4c43f848b58b436c88728c77e1bad2d87a9f18a5
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.46		afd5993c3f2c78001b9511307b98dbc1945051e9
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.47		eaef438c5082705fa0e6d5f2d14588c0b0d05819
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.48		b052e7ce174e367e8b848806c6ae7be607fd2b81
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.49		c2b156f5cf03e643404b2ed02f4e77351a988ea1
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.50		de614bb9331aaa438cf9b282a534bf3074a1e2f9
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.51		7657d4bf577e36903d1b719b5e76c15ab18c13d1
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.52		e8c8fbf31fd7b9257eaf9261eb9c77f7ef5954d2
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.53		346cee6f468b31016fbd7a76cfa5f892111f0836
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.55		48dd319fefb4e5a662186a0d568f35cdee1b2687
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.56		a9ad87b1057a72aac8ceccf5897089e0bf7487c6
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.57		33130ff5198c318777a5d3d1c193451fba3c4729
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.58		0e6efd59b7f93b2c9fd74473da4e897464fa4a3b
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.59		2fa5cbbaaabc8a9d3742242b8e5e3257d098d14c
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.60		dc9e2b2d0d2e294e344987c4bbfdf37658bbab29
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.61		d6bf55a4cf38b691dedf05a3f63a2dbe97efa6a7
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.62		2b06ae6ce330be45ce4e587d5afc677d7d551d30
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.63		b53d15b670e1dd1f58bd944ab86838b12e9b20ac
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.64		43bc9d84df7a982178c4494129a6b20f2ba2019a
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.65		81ad1b16ed80dab7133a3fe1638384649ce64ca3
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.66		fe5a1779606e4029f25e7898bf83f8f9b29b15fc
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.68		9c145921960a6afb32bb4f72256872e996c7c712
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.69		7764cad09e4ddd8808428d20f2d397493771ba74
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.70		43efeee837754925d6e1c4c30e44f2c1374f6fd0
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.71		f96bb962239cabfe1754ed584f2dc97a6e8732d4
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.72		f34f0bf52e45c3b19c029e3187dbe66ceb7d6048
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.73		252cf648c1c357b91c684baf6319768b0415dd2e
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.74		7cf810677ae6f7afbc03fec9fd835853ccfdd43b
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.75		0e95f59684c62c40eb92acda38ffec9f2ce54fb8
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.76		05646d6e1008455552d5e07bf3bed0fd19b0dfc2
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.77		420fb839e7074878aa744400396ce7c5a8dc9961
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.78		9f106bcbab3bbf09744627e6e25a1dc3c3ce5639
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.79		b6e2b3de271d1965a9c3fae267eeab4f5c83fc78
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.8		a8a7d2df3e6181cabc7e4aa46227556443f06b83
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.80		305d1a48c85c5f40b331cfc86d5dfea4b7bc4f79
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.81		2159611775787f3021927b33c7eaae35681be3ca
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.82		f9b6ebc301321edeb8917fb130efb07164ea046b
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.83		12bfe30433956a8bdf3f3646eb0158f76ebf5df0
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.84		d740832e22cd0d806c08893796b2d184be196bcf
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.85		d20ca0f636bc7eed7b226d4a13467feecd8ac43e
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.86		a38454eec1e4778d761c8478b612c7b1bf71d11a
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.87		76dcd93fd92950f39aeedc052de30c2cc22c754f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.88		fc82a591bdaa485d4b6df9a291ced6c587b5c018
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.9		3bc35b0cd9edaf409cb0f155196b7157395ec4d9
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.90		604105a83fb46e2890efcaad4946b7fdcfb62a6b
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.91		96d2e2fb7b67f122a1e737356d4ab82182595ea6
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.92		5430a130239d1ea68c6bb9a2bbbe5dc7153d645a
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.93		1a74749f491cc2aa5743191950df38fcded3a460
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.94		455917cd8fc05986f969402f5797b4ae1279fed2
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.95		22e7eaf586a79d515c2cac98f4e2d424ad6a534f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.96		25ba4d7bc77d2beba58d4a82c56a7c76458f9d64
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.97		97d5dd5cfdd3710fc9f5a9b287f4c97f65485913
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.98		b2591741db8a1b5c4910135103068cf433ad3ad8
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.8.99		956c4d3d538771b54e41b8fada6637ee79727901
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.9.131		0a9c8f5b07bbd90cc81815318ae4b9d3c196adb2
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.9.132		6197be9ec1f16b85f98f8efb8d68a30409b81870
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	2.9.133		5cfd41ed1285e0460c6c975a4b1cc53b385caaaa
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	3.0.1		ff0370b2b67344d9143044030924293ffb23d71d
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	3.0.2		03b0aff06bfb999983518b0d8bf269af0de06040
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	3.0.3		0921c680d6266acf7ae7d281fe120f84ab01191a
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	3.0.4		fc458b4ac28a867cc709b222afaf964d281499fb
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	7.0.5		007fab0bb0cb6e41247ef3313cda9dd3e4294d48
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	7.0.6		3aad690ecd0229eb8a21ca8c646072455d73ae54
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	7.1.10		eede1907841303306a5d4a7a83eb318f9cc524a3
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	7.1.11		f8a46d2ea004ffc5a86e02f6e4c2df6d50ecf4ae
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	7.1.12		9bdb33888cc25464abd4867b46a4a0f233c323fd
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	7.1.13		bdf9b052517fed83d89b4bdd5989fe322322f9b4
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	7.1.7		94e1b4f8b4b1e6d76d541c74ffcde71cf5b99464
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	7.1.8		bc49a6482f1fe8deae5d74bce0fcee69ec57a88f
org.mobicents.examples	restcomm-slee-example-mscontrol-demo-DU	7.1.9		a58054085fce22c2dd1bf233015bbe91f3cad33d
org.mvnpm.at.azure	keyvault-keys	4.9.0		d2957abbe80a2901290e8e57c47bcf749750e2c1
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.4-20170926		1ca7ab8ab0d3e5f5cc49166febd263295371cad8
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.4-20171025		5ad069bf04a6dff9559f5089f890d388e79ff7f7
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.4.0		b0b284dc53efca9028f3ef751faf1f9f4e4cd413
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.4.1		255c3f9c106d4f9b3545cc4d2913c7db195e4805
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.4.2		e7cb014b34cf25b2d41e62ec85ccd1f3f4d1b1da
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.4.3		d4b3628d1831a31823df73c15b1fdcde7f4bce9e
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.5-20180302		633421e1da23001fbaddfe35bb97062a168eb918
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.5.0		cdcfdb0844c6d4d24d461ff0f323b3daa277ae5d
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.5.1		c00bddf592a5365faf264fece1887f8bcd01a6d4
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.5.2		6108da6323869367bbf8db4210cf209d6c0c842a
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.5.3		c6bcc2799bbda7f6cd5e4feb4bc13216b2f272d5
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.5.4		7474405c04ef73b054d888ceb5235e46f86ffb55
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.6-20181019		3805ca88370a71bcaf51bd074ca4669493f2bca3
org.openehealth.ipf.platform-camel	ipf-platform-camel-ihe-fhir-dstu2-audit	3.6-20181130		d20b2503cd0d7baa7ecdd81855ec2f8471e75dbb
org.ow2.jonas	jonas-addon-commands	5.3.0		bd0786c10b48695503487ca0ceac844fb30ee5bf
